#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PS path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
1762,1616.050000,648.750000
1764,1616.000000,648.600000
1766,1615.950000,648.550000
1768,1616.100000,648.500000
1770,1616.050000,648.350000
1772,1616.150000,648.350000
1774,1616.150000,648.100000
1776,1616.200000,648.050000
1778,1616.300000,648.000000
1780,1616.300000,647.900000
1782,1616.350000,647.800000
1784,1616.600000,647.750000
1786,1616.750000,647.750000
1788,1616.850000,647.700000
1790,1616.950000,647.500000
1792,1616.900000,647.350000
1794,1617.150000,647.350000
1796,1617.250000,647.350000
1798,1617.300000,647.200000
1800,1617.400000,647.250000
1802,1617.500000,647.250000
1804,1617.400000,647.000000
1806,1617.600000,647.000000
1808,1617.750000,647.050000
1810,1617.900000,647.050000
1812,1617.950000,646.950000
1814,1618.150000,646.950000
1816,1618.150000,646.900000
1818,1618.100000,646.800000
1820,1618.200000,646.750000
1822,1618.350000,646.800000
1824,1618.600000,646.800000
1826,1618.700000,646.750000
1828,1618.700000,646.750000
1830,1618.900000,646.750000
1832,1618.900000,646.750000
1834,1618.900000,646.750000
1836,1619.100000,646.700000
1838,1619.100000,646.650000
1840,1619.200000,646.650000
1842,1619.200000,646.500000
1844,1619.200000,646.450000
1846,1619.300000,646.400000
1848,1619.300000,646.350000
1850,1619.150000,646.200000
1852,1618.950000,645.950000
1854,1619.100000,645.900000
1856,1619.200000,645.850000
1858,1619.250000,645.800000
1860,1619.150000,645.650000
1862,1619.250000,645.550000
1864,1619.200000,645.500000
1866,1619.150000,645.350000
1868,1619.300000,645.400000
1870,1619.250000,645.350000
1872,1619.450000,645.400000
1874,1619.500000,645.350000
1876,1619.550000,645.250000
1878,1619.400000,645.050000
1880,1619.450000,644.950000
1882,1619.500000,644.850000
1884,1619.550000,644.800000
1886,1619.600000,644.700000
1888,1619.500000,644.600000
1890,1619.450000,644.550000
1892,1619.400000,644.500000
1894,1619.300000,644.350000
1896,1619.500000,644.400000
1898,1619.400000,644.300000
1900,1619.600000,644.250000
1902,1619.650000,644.250000
1904,1619.650000,644.200000
1906,1619.600000,644.150000
1908,1619.550000,644.100000
1910,1619.650000,644.050000
1912,1619.700000,644.000000
1914,1619.750000,644.000000
1916,1619.950000,644.000000
1918,1619.850000,643.900000
1920,1619.850000,643.700000
1922,1620.050000,643.750000
1924,1620.100000,643.700000
1926,1620.050000,643.650000
1928,1619.950000,643.550000
1930,1619.850000,643.400000
1932,1619.900000,643.400000
1934,1619.950000,643.400000
1936,1619.700000,643.150000
1938,1619.650000,643.100000
1940,1619.550000,642.850000
1942,1619.500000,642.800000
1944,1619.400000,642.700000
1946,1619.350000,642.600000
1948,1619.350000,642.600000
1950,1619.300000,642.500000
1952,1619.250000,642.450000
1954,1619.350000,642.400000
1956,1619.350000,642.400000
1958,1619.400000,642.400000
1960,1619.350000,642.300000
1962,1619.400000,642.300000
1964,1619.450000,642.250000
1966,1619.450000,642.150000
1968,1619.500000,642.100000
1970,1619.700000,642.150000
1972,1619.900000,642.200000
1974,1620.100000,642.150000
1976,1620.150000,642.100000
1978,1620.200000,642.100000
1980,1620.100000,642.000000
1982,1620.300000,642.050000
1984,1620.300000,641.950000
1986,1620.200000,641.800000
1988,1620.200000,641.700000
1990,1620.100000,641.600000
1992,1620.050000,641.550000
1994,1620.100000,641.550000
1996,1620.150000,641.550000
1998,1620.100000,641.500000
2000,1620.150000,641.450000
2002,1620.250000,641.400000
2004,1620.100000,641.250000
2006,1620.100000,641.200000
2008,1620.050000,641.100000
2010,1620.250000,641.050000
2012,1620.250000,641.000000
2014,1620.150000,640.900000
2016,1619.950000,640.700000
2018,1620.000000,640.700000
2020,1620.100000,640.700000
2022,1620.200000,640.650000
2024,1620.300000,640.650000
2026,1620.250000,640.550000
2028,1620.200000,640.500000
2030,1620.250000,640.500000
2032,1620.250000,640.450000
2034,1620.500000,640.500000
2036,1620.500000,640.450000
2038,1620.650000,640.450000
2040,1620.750000,640.400000
2042,1620.600000,640.250000
2044,1620.700000,640.250000
2046,1620.700000,640.250000
2048,1620.800000,640.250000
