#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PH path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
1764,1620.350000,625.450000
1766,1620.300000,625.450000
1768,1620.450000,625.450000
1770,1620.350000,625.450000
1772,1620.450000,625.500000
1774,1620.450000,625.500000
1776,1620.500000,625.500000
1778,1620.600000,625.500000
1780,1620.600000,625.500000
1782,1620.600000,625.550000
1784,1620.800000,625.550000
1786,1620.950000,625.550000
1788,1621.000000,625.550000
1790,1621.100000,625.550000
1792,1621.050000,625.500000
1794,1621.300000,625.500000
1796,1621.400000,625.550000
1798,1621.400000,625.550000
1800,1621.500000,625.600000
1802,1621.600000,625.600000
1804,1621.500000,625.600000
1806,1621.650000,625.600000
1808,1621.800000,625.650000
1810,1621.950000,625.650000
1812,1622.000000,625.650000
1814,1622.200000,625.750000
1816,1622.200000,625.750000
1818,1622.150000,625.750000
1820,1622.250000,625.750000
1822,1622.400000,625.800000
1824,1622.650000,625.800000
1826,1622.750000,625.800000
1828,1622.750000,625.800000
1830,1622.950000,625.850000
1832,1622.900000,625.850000
1834,1622.900000,625.850000
1836,1623.100000,625.850000
1838,1623.100000,625.850000
1840,1623.200000,625.850000
1842,1623.150000,625.850000
1844,1623.150000,625.850000
1846,1623.250000,625.900000
1848,1623.250000,625.900000
1850,1623.100000,625.900000
1852,1622.950000,625.850000
1854,1623.050000,625.850000
1856,1623.150000,625.850000
1858,1623.200000,625.850000
1860,1623.100000,625.900000
1862,1623.200000,625.900000
1864,1623.150000,625.900000
1866,1623.100000,625.850000
1868,1623.250000,625.900000
1870,1623.200000,625.900000
1872,1623.400000,625.950000
1874,1623.450000,625.950000
1876,1623.500000,625.900000
1878,1623.350000,625.900000
1880,1623.350000,625.900000
1882,1623.400000,625.900000
1884,1623.450000,625.900000
1886,1623.500000,625.900000
1888,1623.400000,625.900000
1890,1623.350000,625.900000
1892,1623.250000,625.900000
1894,1623.150000,625.900000
1896,1623.350000,625.950000
1898,1623.250000,625.950000
1900,1623.450000,626.000000
1902,1623.500000,626.000000
1904,1623.500000,626.000000
1906,1623.450000,626.000000
1908,1623.400000,626.000000
1910,1623.500000,626.000000
1912,1623.550000,626.000000
1914,1623.600000,626.000000
1916,1623.800000,626.000000
1918,1623.650000,626.000000
1920,1623.650000,626.000000
1922,1623.850000,626.100000
1924,1623.850000,626.100000
1926,1623.750000,626.100000
1928,1623.650000,626.100000
1930,1623.550000,626.100000
1932,1623.600000,626.100000
1934,1623.650000,626.100000
1936,1623.400000,626.000000
1938,1623.300000,626.000000
1940,1623.200000,626.000000
1942,1623.150000,626.000000
1944,1623.050000,626.000000
1946,1623.000000,626.000000
1948,1623.000000,626.000000
1950,1622.950000,626.000000
1952,1622.900000,626.000000
1954,1623.000000,626.000000
1956,1622.900000,626.000000
1958,1622.950000,626.000000
1960,1622.900000,626.000000
1962,1622.900000,626.000000
1964,1622.950000,626.000000
1966,1622.950000,626.000000
1968,1623.000000,626.000000
1970,1623.200000,626.100000
1972,1623.350000,626.150000
1974,1623.550000,626.150000
1976,1623.600000,626.150000
1978,1623.650000,626.150000
1980,1623.550000,626.150000
1982,1623.750000,626.200000
1984,1623.750000,626.200000
1986,1623.650000,626.200000
1988,1623.650000,626.150000
1990,1623.550000,626.150000
1992,1623.500000,626.150000
1994,1623.550000,626.150000
1996,1623.550000,626.150000
1998,1623.500000,626.150000
2000,1623.550000,626.150000
2002,1623.650000,626.150000
2004,1623.450000,626.150000
2006,1623.450000,626.150000
2008,1623.400000,626.150000
2010,1623.600000,626.150000
2012,1623.550000,626.150000
2014,1623.400000,626.150000
2016,1623.200000,626.150000
2018,1623.200000,626.150000
2020,1623.300000,626.200000
2022,1623.400000,626.200000
