# This is a CSV file containing the TPL, TPU, UF and Compression for the Union-Find data structure.
# The data was generated for n = 1000 and delta = 5 .
N,TPL,TPU,UF,Compression
175,209,0,QU,NC
180,214,0,QU,NC
185,220,0,QU,NC
190,225,0,QU,NC
195,232,0,QU,NC
200,238,0,QU,NC
205,244,0,QU,NC
210,256,0,QU,NC
215,261,0,QU,NC
220,268,0,QU,NC
225,278,0,QU,NC
230,283,0,QU,NC
235,296,0,QU,NC
240,306,0,QU,NC
245,326,0,QU,NC
250,338,0,QU,NC
255,343,0,QU,NC
260,362,0,QU,NC
265,370,0,QU,NC
270,380,0,QU,NC
275,392,0,QU,NC
280,400,0,QU,NC
285,416,0,QU,NC
290,428,0,QU,NC
295,436,0,QU,NC
300,441,0,QU,NC
305,454,0,QU,NC
310,472,0,QU,NC
315,479,0,QU,NC
320,506,0,QU,NC
325,539,0,QU,NC
330,573,0,QU,NC
335,583,0,QU,NC
340,591,0,QU,NC
345,627,0,QU,NC
350,636,0,QU,NC
355,654,0,QU,NC
360,724,0,QU,NC
365,729,0,QU,NC
370,769,0,QU,NC
375,784,0,QU,NC
380,792,0,QU,NC
385,810,0,QU,NC
390,819,0,QU,NC
395,835,0,QU,NC
400,841,0,QU,NC
405,849,0,QU,NC
410,874,0,QU,NC
415,888,0,QU,NC
420,902,0,QU,NC
425,929,0,QU,NC
430,940,0,QU,NC
435,945,0,QU,NC
440,964,0,QU,NC
445,983,0,QU,NC
450,997,0,QU,NC
455,1019,0,QU,NC
460,1041,0,QU,NC
465,1054,0,QU,NC
470,1067,0,QU,NC
475,1083,0,QU,NC
480,1119,0,QU,NC
485,1143,0,QU,NC
490,1151,0,QU,NC
495,1181,0,QU,NC
500,1194,0,QU,NC
505,1262,0,QU,NC
510,1271,0,QU,NC
515,1283,0,QU,NC
520,1317,0,QU,NC
525,1324,0,QU,NC
530,1339,0,QU,NC
535,1387,0,QU,NC
540,1408,0,QU,NC
545,1482,0,QU,NC
550,1532,0,QU,NC
555,1554,0,QU,NC
560,1607,0,QU,NC
565,1681,0,QU,NC
570,1840,0,QU,NC
575,1902,0,QU,NC
580,2149,0,QU,NC
585,2267,0,QU,NC
590,2531,0,QU,NC
595,2772,0,QU,NC
600,2811,0,QU,NC
605,2865,0,QU,NC
610,3144,0,QU,NC
615,3767,0,QU,NC
620,4410,0,QU,NC
625,5061,0,QU,NC
630,5394,0,QU,NC
635,6065,0,QU,NC
640,6483,0,QU,NC
645,7313,0,QU,NC
650,7741,0,QU,NC
655,9033,0,QU,NC
660,9486,0,QU,NC
665,9493,0,QU,NC
670,9513,0,QU,NC
675,10867,0,QU,NC
680,10875,0,QU,NC
685,11345,0,QU,NC
690,11378,0,QU,NC
695,11391,0,QU,NC
700,11885,0,QU,NC
705,12876,0,QU,NC
710,13378,0,QU,NC
715,13897,0,QU,NC
720,14415,0,QU,NC
725,14943,0,QU,NC
730,15476,0,QU,NC
735,16591,0,QU,NC
740,17726,0,QU,NC
745,18300,0,QU,NC
750,18879,0,QU,NC
755,19462,0,QU,NC
760,20046,0,QU,NC
765,20635,0,QU,NC
770,22399,0,QU,NC
775,23012,0,QU,NC
780,23013,0,QU,NC
785,23635,0,QU,NC
790,24268,0,QU,NC
795,24890,0,QU,NC
800,26139,0,QU,NC
805,26777,0,QU,NC
810,27410,0,QU,NC
815,28687,0,QU,NC
820,29992,0,QU,NC
825,29998,0,QU,NC
830,31325,0,QU,NC
835,33335,0,QU,NC
840,34019,0,QU,NC
845,34022,0,QU,NC
850,34025,0,QU,NC
855,34030,0,QU,NC
860,34036,0,QU,NC
865,35497,0,QU,NC
870,37667,0,QU,NC
875,39127,0,QU,NC
880,41332,0,QU,NC
885,41336,0,QU,NC
890,41336,0,QU,NC
895,43574,0,QU,NC
900,43575,0,QU,NC
905,45074,0,QU,NC
910,45836,0,QU,NC
915,45838,0,QU,NC
920,45839,0,QU,NC
925,46600,0,QU,NC
930,46601,0,QU,NC
935,48145,0,QU,NC
940,48148,0,QU,NC
945,48149,0,QU,NC
950,49702,0,QU,NC
955,49703,0,QU,NC
960,50492,0,QU,NC
965,50494,0,QU,NC
970,52080,0,QU,NC
975,53687,0,QU,NC
980,54494,0,QU,NC
985,55302,0,QU,NC
990,56117,0,QU,NC
995,56117,0,QU,NC
1000,56120,0,QU,NC
1005,56940,0,QU,NC
1010,58584,0,QU,NC
1015,59412,0,QU,NC
1020,60241,0,QU,NC
1025,61071,0,QU,NC
1030,61903,0,QU,NC
1035,61905,0,QU,NC
1040,62743,0,QU,NC
1045,62743,0,QU,NC
1050,64420,0,QU,NC
1055,64420,0,QU,NC
1060,64422,0,QU,NC
1065,65267,0,QU,NC
1070,66114,0,QU,NC
1075,66114,0,QU,NC
1080,67813,0,QU,NC
1085,67814,0,QU,NC
1090,67814,0,QU,NC
1095,68669,0,QU,NC
1100,71240,0,QU,NC
1105,71242,0,QU,NC
1110,71244,0,QU,NC
1115,71247,0,QU,NC
1120,71248,0,QU,NC
1125,71248,0,QU,NC
1130,72115,0,QU,NC
1135,72983,0,QU,NC
1140,72983,0,QU,NC
1145,72983,0,QU,NC
1150,72983,0,QU,NC
1155,72984,0,QU,NC
1160,73854,0,QU,NC
1165,73854,0,QU,NC
1170,73859,0,QU,NC
1175,74736,0,QU,NC
1180,74736,0,QU,NC
1185,75614,0,QU,NC
1190,75615,0,QU,NC
1195,76495,0,QU,NC
1200,77378,0,QU,NC
1205,78260,0,QU,NC
1210,78262,0,QU,NC
1215,78262,0,QU,NC
1220,78263,0,QU,NC
1225,80036,0,QU,NC
1230,80036,0,QU,NC
1235,80036,0,QU,NC
1240,80036,0,QU,NC
1245,80036,0,QU,NC
1250,80037,0,QU,NC
1255,80926,0,QU,NC
1260,80926,0,QU,NC
1265,81817,0,QU,NC
1270,81817,0,QU,NC
1275,81818,0,QU,NC
1280,81818,0,QU,NC
1285,81819,0,QU,NC
1290,81820,0,QU,NC
1295,82717,0,QU,NC
1300,82718,0,QU,NC
1305,82718,0,QU,NC
1310,83617,0,QU,NC
1315,83618,0,QU,NC
1320,83620,0,QU,NC
1325,84523,0,QU,NC
1330,84523,0,QU,NC
1335,85429,0,QU,NC
1340,85429,0,QU,NC
1345,85430,0,QU,NC
1350,86338,0,QU,NC
1355,86339,0,QU,NC
1360,86340,0,QU,NC
1365,87251,0,QU,NC
1370,87251,0,QU,NC
1375,87251,0,QU,NC
1380,88164,0,QU,NC
1385,88164,0,QU,NC
1390,88164,0,QU,NC
1395,88164,0,QU,NC
1400,88164,0,QU,NC
1405,89082,0,QU,NC
1410,89083,0,QU,NC
1415,90002,0,QU,NC
1420,90002,0,QU,NC
1425,90002,0,QU,NC
1430,90002,0,QU,NC
1435,90004,0,QU,NC
1440,90006,0,QU,NC
1445,90007,0,QU,NC
1450,90007,0,QU,NC
1455,90007,0,QU,NC
1460,90008,0,QU,NC
1465,90008,0,QU,NC
1470,90008,0,QU,NC
1475,90008,0,QU,NC
1480,90934,0,QU,NC
1485,90935,0,QU,NC
1490,91863,0,QU,NC
1495,91866,0,QU,NC
1500,91867,0,QU,NC
1505,92801,0,QU,NC
1510,93735,0,QU,NC
1515,94672,0,QU,NC
1520,96551,0,QU,NC
1525,96551,0,QU,NC
1530,96552,0,QU,NC
1535,96552,0,QU,NC
1540,96552,0,QU,NC
1545,96552,0,QU,NC
1550,96552,0,QU,NC
1555,96552,0,QU,NC
1560,96552,0,QU,NC
1565,97496,0,QU,NC
1570,98441,0,QU,NC
1575,98443,0,QU,NC
1580,99391,0,QU,NC
1585,99391,0,QU,NC
1590,99391,0,QU,NC
1595,99391,0,QU,NC
1600,99391,0,QU,NC
1605,99391,0,QU,NC
1610,100340,0,QU,NC
1615,100340,0,QU,NC
1620,100340,0,QU,NC
1625,100340,0,QU,NC
1630,100340,0,QU,NC
1635,100340,0,QU,NC
1640,100340,0,QU,NC
1645,100342,0,QU,NC
1650,100343,0,QU,NC
1655,100343,0,QU,NC
1660,100343,0,QU,NC
1665,100343,0,QU,NC
1670,101298,0,QU,NC
1675,102253,0,QU,NC
1680,102253,0,QU,NC
1685,102253,0,QU,NC
1690,102256,0,QU,NC
1695,102256,0,QU,NC
1700,102256,0,QU,NC
1705,103215,0,QU,NC
1710,103215,0,QU,NC
1715,103215,0,QU,NC
1720,103215,0,QU,NC
1725,103215,0,QU,NC
1730,103215,0,QU,NC
1735,103215,0,QU,NC
1740,103215,0,QU,NC
1745,103215,0,QU,NC
1750,105137,0,QU,NC
1755,105138,0,QU,NC
1760,105138,0,QU,NC
1765,105138,0,QU,NC
1770,105138,0,QU,NC
1775,105138,0,QU,NC
1780,105138,0,QU,NC
1785,105139,0,QU,NC
1790,105139,0,QU,NC
1795,105139,0,QU,NC
1800,105139,0,QU,NC
1805,105139,0,QU,NC
1810,105139,0,QU,NC
1815,105139,0,QU,NC
1820,105139,0,QU,NC
1825,105139,0,QU,NC
1830,105139,0,QU,NC
1835,105139,0,QU,NC
1840,105139,0,QU,NC
1845,105139,0,QU,NC
1850,105139,0,QU,NC
1855,105139,0,QU,NC
1860,105139,0,QU,NC
1865,105139,0,QU,NC
1870,106104,0,QU,NC
1875,106105,0,QU,NC
1880,106105,0,QU,NC
1885,106105,0,QU,NC
1890,106105,0,QU,NC
1895,106105,0,QU,NC
1900,106105,0,QU,NC
1905,106105,0,QU,NC
1910,106105,0,QU,NC
1915,106105,0,QU,NC
1920,107072,0,QU,NC
1925,107072,0,QU,NC
1930,107072,0,QU,NC
1935,107072,0,QU,NC
1940,107072,0,QU,NC
1945,107072,0,QU,NC
1950,107072,0,QU,NC
1955,108040,0,QU,NC
1960,108040,0,QU,NC
1965,108040,0,QU,NC
1970,108042,0,QU,NC
1975,108042,0,QU,NC
1980,108042,0,QU,NC
1985,108042,0,QU,NC
1990,108042,0,QU,NC
1995,108042,0,QU,NC
2000,108042,0,QU,NC
2005,108042,0,QU,NC
2010,108042,0,QU,NC
2015,108042,0,QU,NC
2020,108042,0,QU,NC
2025,108043,0,QU,NC
2030,108044,0,QU,NC
2035,109021,0,QU,NC
2040,109998,0,QU,NC
2045,109998,0,QU,NC
2050,110977,0,QU,NC
2055,110977,0,QU,NC
2060,110977,0,QU,NC
2065,110977,0,QU,NC
2070,110978,0,QU,NC
2075,110978,0,QU,NC
2080,110978,0,QU,NC
2085,111959,0,QU,NC
2090,111959,0,QU,NC
2095,112941,0,QU,NC
2100,112941,0,QU,NC
2105,112941,0,QU,NC
2110,112941,0,QU,NC
2115,112941,0,QU,NC
2120,112941,0,QU,NC
2125,112941,0,QU,NC
2130,112941,0,QU,NC
2135,112941,0,QU,NC
2140,112941,0,QU,NC
2145,112941,0,QU,NC
2150,112941,0,QU,NC
2155,112941,0,QU,NC
2160,112941,0,QU,NC
2165,112941,0,QU,NC
2170,112941,0,QU,NC
2175,112941,0,QU,NC
2180,112941,0,QU,NC
2185,112942,0,QU,NC
2190,112942,0,QU,NC
2195,112942,0,QU,NC
2200,112942,0,QU,NC
2205,112942,0,QU,NC
2210,112942,0,QU,NC
2215,112942,0,QU,NC
2220,114911,0,QU,NC
2225,114911,0,QU,NC
2230,114911,0,QU,NC
2235,114911,0,QU,NC
2240,114911,0,QU,NC
2245,114911,0,QU,NC
2250,114911,0,QU,NC
2255,114911,0,QU,NC
2260,114911,0,QU,NC
2265,114911,0,QU,NC
2270,114911,0,QU,NC
2275,114911,0,QU,NC
2280,114911,0,QU,NC
2285,114911,0,QU,NC
2290,115897,0,QU,NC
2295,115897,0,QU,NC
2300,115897,0,QU,NC
2305,116884,0,QU,NC
2310,116884,0,QU,NC
2315,116884,0,QU,NC
2320,116884,0,QU,NC
2325,116884,0,QU,NC
2330,116884,0,QU,NC
2335,116884,0,QU,NC
2340,116884,0,QU,NC
2345,116884,0,QU,NC
2350,116884,0,QU,NC
2355,116884,0,QU,NC
2360,116884,0,QU,NC
2365,116884,0,QU,NC
2370,116884,0,QU,NC
2375,116884,0,QU,NC
2380,116884,0,QU,NC
2385,116884,0,QU,NC
2390,116884,0,QU,NC
2395,116884,0,QU,NC
2400,116884,0,QU,NC
2405,116884,0,QU,NC
2410,116884,0,QU,NC
2415,116884,0,QU,NC
2420,116884,0,QU,NC
2425,116884,0,QU,NC
2430,116884,0,QU,NC
2435,117872,0,QU,NC
2440,117872,0,QU,NC
2445,118861,0,QU,NC
2450,119851,0,QU,NC
2455,119851,0,QU,NC
2460,119851,0,QU,NC
2465,119851,0,QU,NC
2470,119851,0,QU,NC
2475,119851,0,QU,NC
2480,119851,0,QU,NC
2485,119851,0,QU,NC
2490,119851,0,QU,NC
2495,119851,0,QU,NC
2500,119851,0,QU,NC
2505,119851,0,QU,NC
2510,119851,0,QU,NC
2515,119851,0,QU,NC
2520,119851,0,QU,NC
2525,119851,0,QU,NC
2530,119851,0,QU,NC
2535,119851,0,QU,NC
2540,119851,0,QU,NC
2545,119851,0,QU,NC
2550,119851,0,QU,NC
2555,119851,0,QU,NC
2560,119851,0,QU,NC
2565,119851,0,QU,NC
2570,119851,0,QU,NC
2575,119851,0,QU,NC
2580,119851,0,QU,NC
2585,119851,0,QU,NC
2590,119851,0,QU,NC
2595,119851,0,QU,NC
2600,119851,0,QU,NC
2605,119851,0,QU,NC
2610,119851,0,QU,NC
2615,120842,0,QU,NC
2620,120842,0,QU,NC
2625,120842,0,QU,NC
2630,120842,0,QU,NC
2635,120842,0,QU,NC
2640,120842,0,QU,NC
2645,121834,0,QU,NC
2650,121834,0,QU,NC
2655,121834,0,QU,NC
2660,121834,0,QU,NC
2665,121834,0,QU,NC
2670,121834,0,QU,NC
2675,121834,0,QU,NC
2680,121834,0,QU,NC
2685,121834,0,QU,NC
2690,121834,0,QU,NC
2695,121834,0,QU,NC
2700,121834,0,QU,NC
2705,122827,0,QU,NC
2710,122827,0,QU,NC
2715,122827,0,QU,NC
2720,122827,0,QU,NC
2725,122828,0,QU,NC
2730,122828,0,QU,NC
2735,122828,0,QU,NC
2740,122828,0,QU,NC
2745,122828,0,QU,NC
2750,122828,0,QU,NC
2755,122828,0,QU,NC
2760,122828,0,QU,NC
2765,122828,0,QU,NC
2770,122828,0,QU,NC
2775,122828,0,QU,NC
2780,122828,0,QU,NC
2785,122828,0,QU,NC
2790,122828,0,QU,NC
2795,122828,0,QU,NC
2800,122828,0,QU,NC
2805,122828,0,QU,NC
2810,122828,0,QU,NC
2815,122828,0,QU,NC
2820,122828,0,QU,NC
2825,122828,0,QU,NC
2830,122828,0,QU,NC
2835,122828,0,QU,NC
2840,122828,0,QU,NC
2845,122828,0,QU,NC
2850,122828,0,QU,NC
2855,122828,0,QU,NC
2860,122828,0,QU,NC
2865,122828,0,QU,NC
2870,122828,0,QU,NC
2875,122828,0,QU,NC
2880,122828,0,QU,NC
2885,122828,0,QU,NC
2890,122828,0,QU,NC
2895,122828,0,QU,NC
2900,122828,0,QU,NC
2905,122828,0,QU,NC
2910,122828,0,QU,NC
2915,122829,0,QU,NC
2920,122829,0,QU,NC
2925,123825,0,QU,NC
2930,123825,0,QU,NC
2935,123825,0,QU,NC
2940,123825,0,QU,NC
2945,123825,0,QU,NC
2950,123825,0,QU,NC
2955,123825,0,QU,NC
2960,123825,0,QU,NC
2965,123825,0,QU,NC
2970,123825,0,QU,NC
2975,123825,0,QU,NC
2980,123826,0,QU,NC
2985,123826,0,QU,NC
2990,123826,0,QU,NC
2995,123826,0,QU,NC
3000,123826,0,QU,NC
3005,123826,0,QU,NC
3010,123826,0,QU,NC
3015,123826,0,QU,NC
3020,123826,0,QU,NC
3025,123826,0,QU,NC
3030,123826,0,QU,NC
3035,123826,0,QU,NC
3040,123826,0,QU,NC
3045,123826,0,QU,NC
3050,123826,0,QU,NC
3055,123826,0,QU,NC
3060,123826,0,QU,NC
3065,123826,0,QU,NC
3070,123826,0,QU,NC
3075,123826,0,QU,NC
3080,123826,0,QU,NC
3085,123826,0,QU,NC
3090,123826,0,QU,NC
3095,123826,0,QU,NC
3100,123826,0,QU,NC
3105,123826,0,QU,NC
3110,123826,0,QU,NC
3115,123826,0,QU,NC
3120,123826,0,QU,NC
3125,123826,0,QU,NC
3130,123826,0,QU,NC
3135,123826,0,QU,NC
3140,123826,0,QU,NC
3145,123826,0,QU,NC
3150,123826,0,QU,NC
3155,123826,0,QU,NC
3160,123826,0,QU,NC
3165,123826,0,QU,NC
3170,123826,0,QU,NC
3175,123826,0,QU,NC
3180,123826,0,QU,NC
3185,123826,0,QU,NC
3190,123826,0,QU,NC
3195,123826,0,QU,NC
3200,123826,0,QU,NC
3205,123826,0,QU,NC
3210,123826,0,QU,NC
3215,123826,0,QU,NC
3220,123826,0,QU,NC
3225,123826,0,QU,NC
3230,123826,0,QU,NC
3235,123826,0,QU,NC
3240,123826,0,QU,NC
3245,123826,0,QU,NC
3250,123826,0,QU,NC
3255,123826,0,QU,NC
3260,123826,0,QU,NC
3265,123826,0,QU,NC
3270,123826,0,QU,NC
3275,123826,0,QU,NC
3280,123826,0,QU,NC
3285,123827,0,QU,NC
3290,123827,0,QU,NC
3295,123827,0,QU,NC
3300,123827,0,QU,NC
3305,123827,0,QU,NC
3310,123827,0,QU,NC
3315,123827,0,QU,NC
3320,123827,0,QU,NC
3325,123827,0,QU,NC
3330,123827,0,QU,NC
3335,123827,0,QU,NC
3340,123827,0,QU,NC
3345,123827,0,QU,NC
3350,123827,0,QU,NC
3355,123827,0,QU,NC
3360,123827,0,QU,NC
3365,123827,0,QU,NC
3370,123827,0,QU,NC
3375,123827,0,QU,NC
3380,123827,0,QU,NC
3385,123827,0,QU,NC
3390,123827,0,QU,NC
3395,123827,0,QU,NC
3400,123827,0,QU,NC
3405,123827,0,QU,NC
3410,123827,0,QU,NC
3415,123827,0,QU,NC
3420,123827,0,QU,NC
3425,123827,0,QU,NC
3430,123827,0,QU,NC
3435,123827,0,QU,NC
3440,123827,0,QU,NC
3445,123827,0,QU,NC
3450,123827,0,QU,NC
3455,123827,0,QU,NC
3460,123827,0,QU,NC
3465,123827,0,QU,NC
3470,123827,0,QU,NC
3475,123827,0,QU,NC
3480,123827,0,QU,NC
3485,123827,0,QU,NC
3490,123827,0,QU,NC
3495,123827,0,QU,NC
3500,123827,0,QU,NC
3505,123827,0,QU,NC
3510,123827,0,QU,NC
3515,123827,0,QU,NC
3520,123827,0,QU,NC
3525,123827,0,QU,NC
3530,123827,0,QU,NC
3535,123827,0,QU,NC
3540,123827,0,QU,NC
3545,123827,0,QU,NC
3550,123827,0,QU,NC
3555,123827,0,QU,NC
3560,123827,0,QU,NC
3565,123827,0,QU,NC
3570,123827,0,QU,NC
3575,123827,0,QU,NC
3580,123827,0,QU,NC
3585,123827,0,QU,NC
3590,123827,0,QU,NC
3595,123827,0,QU,NC
3600,123827,0,QU,NC
3605,123827,0,QU,NC
3610,123827,0,QU,NC
3615,123827,0,QU,NC
3620,123827,0,QU,NC
3625,123827,0,QU,NC
3630,123827,0,QU,NC
3635,123827,0,QU,NC
3640,123827,0,QU,NC
3645,123827,0,QU,NC
3650,123827,0,QU,NC
3655,123827,0,QU,NC
3660,123827,0,QU,NC
3665,123827,0,QU,NC
3670,123827,0,QU,NC
3675,123827,0,QU,NC
5,5,0,QU,NC
10,10,0,QU,NC
15,15,0,QU,NC
20,22,0,QU,NC
25,28,0,QU,NC
30,33,0,QU,NC
35,38,0,QU,NC
40,43,0,QU,NC
45,48,0,QU,NC
50,53,0,QU,NC
55,58,0,QU,NC
60,65,0,QU,NC
65,75,0,QU,NC
70,82,0,QU,NC
75,88,0,QU,NC
80,93,0,QU,NC
85,99,0,QU,NC
90,104,0,QU,NC
95,112,0,QU,NC
100,117,0,QU,NC
105,122,0,QU,NC
110,130,0,QU,NC
115,135,0,QU,NC
120,140,0,QU,NC
125,148,0,QU,NC
130,154,0,QU,NC
135,159,0,QU,NC
140,164,0,QU,NC
145,170,0,QU,NC
150,176,0,QU,NC
155,183,0,QU,NC
160,193,0,QU,NC
165,204,0,QU,NC
170,211,0,QU,NC
175,218,0,QU,NC
180,228,0,QU,NC
185,236,0,QU,NC
190,241,0,QU,NC
195,249,0,QU,NC
200,257,0,QU,NC
205,265,0,QU,NC
210,270,0,QU,NC
215,275,0,QU,NC
220,286,0,QU,NC
225,296,0,QU,NC
230,304,0,QU,NC
235,311,0,QU,NC
240,327,0,QU,NC
245,336,0,QU,NC
250,342,0,QU,NC
255,357,0,QU,NC
260,377,0,QU,NC
265,388,0,QU,NC
270,396,0,QU,NC
275,401,0,QU,NC
280,406,0,QU,NC
285,424,0,QU,NC
290,430,0,QU,NC
295,440,0,QU,NC
300,445,0,QU,NC
305,453,0,QU,NC
310,462,0,QU,NC
315,471,0,QU,NC
320,482,0,QU,NC
325,503,0,QU,NC
330,511,0,QU,NC
335,530,0,QU,NC
340,558,0,QU,NC
345,573,0,QU,NC
350,582,0,QU,NC
355,601,0,QU,NC
360,618,0,QU,NC
365,636,0,QU,NC
370,654,0,QU,NC
375,671,0,QU,NC
380,708,0,QU,NC
385,739,0,QU,NC
390,751,0,QU,NC
395,757,0,QU,NC
400,788,0,QU,NC
405,794,0,QU,NC
410,804,0,QU,NC
415,820,0,QU,NC
420,838,0,QU,NC
425,851,0,QU,NC
430,870,0,QU,NC
435,894,0,QU,NC
440,927,0,QU,NC
445,946,0,QU,NC
450,1014,0,QU,NC
455,1079,0,QU,NC
460,1116,0,QU,NC
465,1143,0,QU,NC
470,1250,0,QU,NC
475,1270,0,QU,NC
480,1306,0,QU,NC
485,1350,0,QU,NC
490,1474,0,QU,NC
495,1481,0,QU,NC
500,1494,0,QU,NC
505,1523,0,QU,NC
510,1672,0,QU,NC
515,1716,0,QU,NC
520,1986,0,QU,NC
525,2168,0,QU,NC
530,2175,0,QU,NC
535,2371,0,QU,NC
540,2703,0,QU,NC
545,2883,0,QU,NC
550,3066,0,QU,NC
555,3127,0,QU,NC
560,3384,0,QU,NC
565,3658,0,QU,NC
570,3977,0,QU,NC
575,4308,0,QU,NC
580,4637,0,QU,NC
585,4650,0,QU,NC
590,4984,0,QU,NC
595,5659,0,QU,NC
600,6689,0,QU,NC
605,7034,0,QU,NC
610,7400,0,QU,NC
615,7425,0,QU,NC
620,7789,0,QU,NC
625,8555,0,QU,NC
630,8558,0,QU,NC
635,8954,0,QU,NC
640,9359,0,QU,NC
645,9367,0,QU,NC
650,9785,0,QU,NC
655,9791,0,QU,NC
660,10230,0,QU,NC
665,10679,0,QU,NC
670,11570,0,QU,NC
675,11582,0,QU,NC
680,12057,0,QU,NC
685,12535,0,QU,NC
690,13016,0,QU,NC
695,13497,0,QU,NC
700,13982,0,QU,NC
705,14013,0,QU,NC
710,14038,0,QU,NC
715,14069,0,QU,NC
720,15100,0,QU,NC
725,15641,0,QU,NC
730,17228,0,QU,NC
735,18330,0,QU,NC
740,18350,0,QU,NC
745,19484,0,QU,NC
750,19487,0,QU,NC
755,20082,0,QU,NC
760,20086,0,QU,NC
765,20095,0,QU,NC
770,20704,0,QU,NC
775,22554,0,QU,NC
780,23790,0,QU,NC
785,25651,0,QU,NC
790,26287,0,QU,NC
795,27569,0,QU,NC
800,27576,0,QU,NC
805,28232,0,QU,NC
810,29567,0,QU,NC
815,30240,0,QU,NC
820,30921,0,QU,NC
825,32289,0,QU,NC
830,33661,0,QU,NC
835,33667,0,QU,NC
840,34361,0,QU,NC
845,35064,0,QU,NC
850,35065,0,QU,NC
855,35067,0,QU,NC
860,35770,0,QU,NC
865,35770,0,QU,NC
870,35772,0,QU,NC
875,36476,0,QU,NC
880,37889,0,QU,NC
885,38605,0,QU,NC
890,39319,0,QU,NC
895,40753,0,QU,NC
900,40766,0,QU,NC
905,40766,0,QU,NC
910,41498,0,QU,NC
915,42234,0,QU,NC
920,44451,0,QU,NC
925,45196,0,QU,NC
930,45203,0,QU,NC
935,45204,0,QU,NC
940,45961,0,QU,NC
945,46719,0,QU,NC
950,47479,0,QU,NC
955,48241,0,QU,NC
960,49007,0,QU,NC
965,51317,0,QU,NC
970,51317,0,QU,NC
975,51317,0,QU,NC
980,52098,0,QU,NC
985,52893,0,QU,NC
990,52895,0,QU,NC
995,53696,0,QU,NC
1000,53696,0,QU,NC
1005,54499,0,QU,NC
1010,55305,0,QU,NC
1015,55306,0,QU,NC
1020,55307,0,QU,NC
1025,56116,0,QU,NC
1030,56926,0,QU,NC
1035,56926,0,QU,NC
1040,57740,0,QU,NC
1045,57740,0,QU,NC
1050,58555,0,QU,NC
1055,59373,0,QU,NC
1060,60192,0,QU,NC
1065,60192,0,QU,NC
1070,61020,0,QU,NC
1075,61850,0,QU,NC
1080,62681,0,QU,NC
1085,62683,0,QU,NC
1090,63517,0,QU,NC
1095,63518,0,QU,NC
1100,64360,0,QU,NC
1105,66043,0,QU,NC
1110,68584,0,QU,NC
1115,68587,0,QU,NC
1120,69440,0,QU,NC
1125,71148,0,QU,NC
1130,71149,0,QU,NC
1135,72008,0,QU,NC
1140,72010,0,QU,NC
1145,72873,0,QU,NC
1150,72873,0,QU,NC
1155,73737,0,QU,NC
1160,74602,0,QU,NC
1165,74602,0,QU,NC
1170,74604,0,QU,NC
1175,75472,0,QU,NC
1180,76342,0,QU,NC
1185,76342,0,QU,NC
1190,77213,0,QU,NC
1195,78961,0,QU,NC
1200,78966,0,QU,NC
1205,79845,0,QU,NC
1210,80727,0,QU,NC
1215,81610,0,QU,NC
1220,82495,0,QU,NC
1225,82495,0,QU,NC
1230,82495,0,QU,NC
1235,83380,0,QU,NC
1240,83381,0,QU,NC
1245,84268,0,QU,NC
1250,84269,0,QU,NC
1255,85157,0,QU,NC
1260,86050,0,QU,NC
1265,86050,0,QU,NC
1270,88729,0,QU,NC
1275,88730,0,QU,NC
1280,90525,0,QU,NC
1285,92325,0,QU,NC
1290,92325,0,QU,NC
1295,92325,0,QU,NC
1300,92328,0,QU,NC
1305,92328,0,QU,NC
1310,93233,0,QU,NC
1315,95046,0,QU,NC
1320,95048,0,QU,NC
1325,95958,0,QU,NC
1330,95958,0,QU,NC
1335,95959,0,QU,NC
1340,96871,0,QU,NC
1345,96871,0,QU,NC
1350,96872,0,QU,NC
1355,96873,0,QU,NC
1360,97789,0,QU,NC
1365,97789,0,QU,NC
1370,97791,0,QU,NC
1375,97791,0,QU,NC
1380,97791,0,QU,NC
1385,97794,0,QU,NC
1390,98717,0,QU,NC
1395,98717,0,QU,NC
1400,98717,0,QU,NC
1405,100566,0,QU,NC
1410,101493,0,QU,NC
1415,102421,0,QU,NC
1420,102421,0,QU,NC
1425,102421,0,QU,NC
1430,104280,0,QU,NC
1435,104282,0,QU,NC
1440,104284,0,QU,NC
1445,104284,0,QU,NC
1450,104285,0,QU,NC
1455,105221,0,QU,NC
1460,105222,0,QU,NC
1465,105224,0,QU,NC
1470,105224,0,QU,NC
1475,105224,0,QU,NC
1480,106165,0,QU,NC
1485,106165,0,QU,NC
1490,106166,0,QU,NC
1495,106166,0,QU,NC
1500,107108,0,QU,NC
1505,107108,0,QU,NC
1510,107108,0,QU,NC
1515,107109,0,QU,NC
1520,107110,0,QU,NC
1525,107114,0,QU,NC
1530,107114,0,QU,NC
1535,107114,0,QU,NC
1540,107114,0,QU,NC
1545,109012,0,QU,NC
1550,109014,0,QU,NC
1555,109014,0,QU,NC
1560,109014,0,QU,NC
1565,109015,0,QU,NC
1570,109015,0,QU,NC
1575,109015,0,QU,NC
1580,109015,0,QU,NC
1585,109015,0,QU,NC
1590,109018,0,QU,NC
1595,109018,0,QU,NC
1600,109018,0,QU,NC
1605,109019,0,QU,NC
1610,109019,0,QU,NC
1615,109978,0,QU,NC
1620,109978,0,QU,NC
1625,109978,0,QU,NC
1630,109978,0,QU,NC
1635,109978,0,QU,NC
1640,109978,0,QU,NC
1645,109978,0,QU,NC
